Company Name,Company Profile URL,Job Title,Job Posting URL,Portal,Country,Tier Signal,Date
Dexterra,https://ca.linkedin.com/company/dexterra-facilities-management,Social Media & Engagement Coordinator,https://www.linkedin.com/jobs/view/social-media-engagement-coordinator-at-dexterra-4446323706?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Student Marketeer - OCAD University,https://www.linkedin.com/jobs/view/student-marketeer-ocad-university-at-red-bull-3982644018?_l=en,LinkedIn,Canada,Email Marketer,
McFadyen Digital,https://www.linkedin.com/company/mcfadyendigital,VP of AI Marketing,https://www.linkedin.com/jobs/view/vp-of-ai-marketing-at-mcfadyen-digital-4446921907?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Red Bull Student Marketeer- University of Calgary,https://www.linkedin.com/jobs/view/red-bull-student-marketeer-university-of-calgary-at-red-bull-3691571479?_l=en,LinkedIn,Canada,Email Marketer,
Leaf Home,https://www.linkedin.com/company/leaf-home,Event Marketer,https://www.linkedin.com/jobs/view/event-marketer-at-leaf-home-4438140259?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Red Bull Student Marketeer - Université Laval,https://www.linkedin.com/jobs/view/red-bull-student-marketeer-universit%C3%A9-laval-at-red-bull-4409066481?_l=en,LinkedIn,Canada,Email Marketer,
JobsMedia.io,https://ca.linkedin.com/company/jhubz-com,"Marketer (E&O, D&O, Cyber)",https://www.linkedin.com/jobs/view/marketer-e-o-d-o-cyber-at-jobsmedia-io-4446394445?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Red Bull Student Marketeer - Seneca Polytechnic,https://www.linkedin.com/jobs/view/red-bull-student-marketeer-seneca-polytechnic-at-red-bull-4361685396?_l=en,LinkedIn,Canada,Email Marketer,
EQ Bank,https://ca.linkedin.com/company/-eqbank,"Specialist, Marketing Audience Enablement & Analytics",https://www.linkedin.com/jobs/view/specialist-marketing-audience-enablement-analytics-at-eq-bank-4447022661?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Red Bull Student Marketeer - University of Toronto,https://www.linkedin.com/jobs/view/red-bull-student-marketeer-university-of-toronto-at-red-bull-4362324788?_l=en,LinkedIn,Canada,Email Marketer,
Syntexa Inc.,https://www.linkedin.com/company/syntexainc,Marketing Business Development Executive Co-op,https://www.linkedin.com/jobs/view/marketing-business-development-executive-co-op-at-syntexa-inc-4446957719?_l=en,LinkedIn,Canada,Email Marketer,
Jobgether,https://be.linkedin.com/company/jobgether,Temporary Lifecycle Marketing Specialist,https://www.linkedin.com/jobs/view/temporary-lifecycle-marketing-specialist-at-jobgether-4443241193?_l=en,LinkedIn,Canada,Email Marketer,
Brandt Group of Companies,https://ca.linkedin.com/company/brandt-group-of-companies,Content Marketing Specialist,https://www.linkedin.com/jobs/view/content-marketing-specialist-at-brandt-group-of-companies-4446534020?_l=en,LinkedIn,Canada,Email Marketer,
Sage,https://uk.linkedin.com/company/sage-software,Demand Generation Marketing Manager,https://www.linkedin.com/jobs/view/demand-generation-marketing-manager-at-sage-4427941936?_l=en,LinkedIn,Canada,Email Marketer,
OpenTable,https://www.linkedin.com/company/opentable,"Temporary Lifecycle Marketing Specialist (Remote, Canada)",https://www.linkedin.com/jobs/view/temporary-lifecycle-marketing-specialist-remote-canada-at-opentable-4445139729?_l=en,LinkedIn,Canada,Email Marketer,
Great Value Hiring,https://in.linkedin.com/company/greatvaluehiring,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-at-great-value-hiring-4436034623?_l=en,LinkedIn,Canada,Email Marketer,
Quick & Easy Home and Auto Insurance,https://ca.linkedin.com/company/quick-easy-home-and-auto-insurance,Commercial Marketer,https://www.linkedin.com/jobs/view/commercial-marketer-at-quick-easy-home-and-auto-insurance-4446137238?_l=en,LinkedIn,Canada,Email Marketer,
University of Calgary,https://ca.linkedin.com/school/ucalgary,"Sessional Instructor - MKTG 483 LEC 01, Fall 2026, Haskayne School of Business",https://www.linkedin.com/jobs/view/sessional-instructor-mktg-483-lec-01-fall-2026-haskayne-school-of-business-at-university-of-calgary-4444088230?_l=en,LinkedIn,Canada,Email Marketer,
Clark Influence,https://ca.linkedin.com/company/clark-influence,"Conseiller·ère, marketing d'influence",https://www.linkedin.com/jobs/view/conseiller%C2%B7%C3%A8re-marketing-d-influence-at-clark-influence-4446365358?_l=en,LinkedIn,Canada,Email Marketer,
Algo Communication Products Ltd,https://ca.linkedin.com/company/algo-communication-products-ltd,Content Marketing Specialist,https://www.linkedin.com/jobs/view/content-marketing-specialist-at-algo-communication-products-ltd-4445470978?_l=en,LinkedIn,Canada,Email Marketer,
Rand Group,https://www.linkedin.com/company/rand-group,Events & Marketing Content Specialist,https://www.linkedin.com/jobs/view/events-marketing-content-specialist-at-rand-group-4445420675?_l=en,LinkedIn,Canada,Email Marketer,
DCM,https://ca.linkedin.com/company/datacm,Growth Marketing Coordinator,https://www.linkedin.com/jobs/view/growth-marketing-coordinator-at-dcm-4446377449?_l=en,LinkedIn,Canada,Email Marketer,
EY,https://uk.linkedin.com/company/ernstandyoung,Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-ey-4436240351?_l=en,LinkedIn,Canada,Email Marketer,
Red Bull,https://at.linkedin.com/company/red-bull,Red Bull Student Marketeer - George Brown College,https://www.linkedin.com/jobs/view/red-bull-student-marketeer-george-brown-college-at-red-bull-3726535088?_l=en,LinkedIn,Canada,Email Marketer,
Feathery,https://www.linkedin.com/company/feathery-ai,SEO Content Marketer & Writer,https://www.linkedin.com/jobs/view/seo-content-marketer-writer-at-feathery-4446872896?_l=en,LinkedIn,Canada,Email Marketer,
JazzUpCo,https://www.linkedin.com/company/jazzupco,Marketing & Social Content Creator – Fully Remote,https://www.linkedin.com/jobs/view/marketing-social-content-creator-%E2%80%93-fully-remote-at-jazzupco-4444833199?_l=en,LinkedIn,Canada,Email Marketer,
OTTO Quotes,https://www.linkedin.com/company/otto-quotes,Email Marketing Manager,https://www.linkedin.com/jobs/view/email-marketing-manager-at-otto-quotes-4427822630?_l=en,LinkedIn,United States,Email Marketing Specialist,
DealMaker,https://www.linkedin.com/company/dealmakertech,Email Marketing Specialist,https://www.linkedin.com/jobs/view/email-marketing-specialist-at-dealmaker-4446178323?_l=en,LinkedIn,United States,Email Marketing Specialist,
Cloudforce,https://www.linkedin.com/company/gocloudforce,Email Marketing Manager,https://www.linkedin.com/jobs/view/email-marketing-manager-at-cloudforce-4438261443?_l=en,LinkedIn,United States,Email Marketing Specialist,
Jobgether,https://be.linkedin.com/company/jobgether,Email and Social Media Marketing Specialist,https://www.linkedin.com/jobs/view/email-and-social-media-marketing-specialist-at-jobgether-4444330293?_l=en,LinkedIn,United States,Email Marketing Specialist,
Rhode Island FC,https://www.linkedin.com/company/rhodeislandfc,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-rhode-island-fc-4441843191?_l=en,LinkedIn,United States,Email Marketing Specialist,
"Acara Solutions, An Aleron Company",https://www.linkedin.com/company/acarasolutions,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-acara-solutions-an-aleron-company-4446912720?_l=en,LinkedIn,United States,Email Marketing Specialist,
Cartier,https://ch.linkedin.com/company/cartier,"Coordinator, Client Engagement",https://www.linkedin.com/jobs/view/coordinator-client-engagement-at-cartier-4417865099?_l=en,LinkedIn,United States,Email Marketing Specialist,
Cartier,https://ch.linkedin.com/company/cartier,"Coordinator, Jewelry Marketing",https://www.linkedin.com/jobs/view/coordinator-jewelry-marketing-at-cartier-4417869020?_l=en,LinkedIn,United States,Email Marketing Specialist,
The Walt Disney Company,https://www.linkedin.com/company/the-walt-disney-company,"Coordinator, Social Media Marketing (Kids & Family)",https://www.linkedin.com/jobs/view/coordinator-social-media-marketing-kids-family-at-the-walt-disney-company-4446033064?_l=en,LinkedIn,United States,Email Marketing Specialist,
PITCHcrm,https://www.linkedin.com/company/pitchcrm,Client Marketing & Success Coordinator,https://www.linkedin.com/jobs/view/client-marketing-success-coordinator-at-pitchcrm-4445939483?_l=en,LinkedIn,United States,Email Marketing Specialist,
Watches of Switzerland Group PLC,https://uk.linkedin.com/company/watches-of-switzerland-group,Email and Retention Marketing Manager (1314),https://www.linkedin.com/jobs/view/email-and-retention-marketing-manager-1314-at-watches-of-switzerland-group-plc-4446815959?_l=en,LinkedIn,United States,Email Marketing Specialist,
NextGen Coding Company,https://www.linkedin.com/company/nextgen-coding-company,Email Marketing & Growth Specialist,https://www.linkedin.com/jobs/view/email-marketing-growth-specialist-at-nextgen-coding-company-4447089822?_l=en,LinkedIn,United States,Email Marketing Specialist,
Singapore Airlines,https://sg.linkedin.com/company/singapore-airlines,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-singapore-airlines-4445295035?_l=en,LinkedIn,United States,Email Marketing Specialist,
Schillings,https://www.linkedin.com/company/schillingscom,Social Media & Digital Marketing Specialist,https://www.linkedin.com/jobs/view/social-media-digital-marketing-specialist-at-schillings-4446311880?_l=en,LinkedIn,United States,Email Marketing Specialist,
SPECTRAFORCE,https://www.linkedin.com/company/spectraforce,Email Specialist,https://www.linkedin.com/jobs/view/email-specialist-at-spectraforce-4446869306?_l=en,LinkedIn,United States,Email Marketing Specialist,
Cypress HCM,https://www.linkedin.com/company/cypress-hcm,Email Marketing Manager,https://www.linkedin.com/jobs/view/email-marketing-manager-at-cypress-hcm-4446850240?_l=en,LinkedIn,United States,Email Marketing Specialist,
Inhabit®,https://www.linkedin.com/company/inhabit-iq,Email Marketing Manager,https://www.linkedin.com/jobs/view/email-marketing-manager-at-inhabit%C2%AE-4443607770?_l=en,LinkedIn,United States,Email Marketing Specialist,
LA28 Olympic & Paralympic Games,https://www.linkedin.com/company/la28,"Sr. Associate, Email Marketing",https://www.linkedin.com/jobs/view/sr-associate-email-marketing-at-la28-olympic-paralympic-games-4435275119?_l=en,LinkedIn,United States,Email Marketing Specialist,
"Sonos, Inc.",https://www.linkedin.com/company/sonos-inc-,Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-sonos-inc-4445421803?_l=en,LinkedIn,United States,Email Marketing Specialist,
DigiShopGirl,https://www.linkedin.com/company/digishopgirl,Email/SMS Marketing Manager - US-based Remote,https://www.linkedin.com/jobs/view/email-sms-marketing-manager-us-based-remote-at-digishopgirl-4445788732?_l=en,LinkedIn,United States,Email Marketing Specialist,
MissionStaff,https://www.linkedin.com/company/missionstaff,Email Marketing Specialist,https://www.linkedin.com/jobs/view/email-marketing-specialist-at-missionstaff-4446431022?_l=en,LinkedIn,United States,Email Marketing Specialist,
HireTalent - Staffing & Recruiting Firm,https://www.linkedin.com/company/hiretalent_,Email Marketing Specialist,https://www.linkedin.com/jobs/view/email-marketing-specialist-at-hiretalent-staffing-recruiting-firm-4447014587?_l=en,LinkedIn,United States,Email Marketing Specialist,
Risewell Homes,https://www.linkedin.com/company/risewell-homes,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-risewell-homes-4443614538?_l=en,LinkedIn,United States,Email Marketing Specialist,
Robert Half,https://www.linkedin.com/company/robert-half-international,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-robert-half-4446303060?_l=en,LinkedIn,United States,Email Marketing Specialist,
Madewell,https://www.linkedin.com/company/madewell,Performance Marketing Coordinator,https://www.linkedin.com/jobs/view/performance-marketing-coordinator-at-madewell-4446131661?_l=en,LinkedIn,United States,Email Marketing Specialist,
Creative Circle,https://www.linkedin.com/company/creative-circle,Email Marketing Automation Strategist,https://www.linkedin.com/jobs/view/email-marketing-automation-strategist-at-creative-circle-4442893516?_l=en,LinkedIn,United States,Email Marketing Specialist,
Morgan Stanley,https://www.linkedin.com/company/morgan-stanley,"Digital Email Marketing Operations SFMC, Assistant Vice President",https://www.linkedin.com/jobs/view/digital-email-marketing-operations-sfmc-assistant-vice-president-at-morgan-stanley-4446198647?_l=en,LinkedIn,United States,Email Marketing Specialist,
Cords Club,https://www.linkedin.com/company/cords-club,Email Marketing Manager,https://www.linkedin.com/jobs/view/email-marketing-manager-at-cords-club-4444035330?_l=en,LinkedIn,United States,Email Marketing Specialist,
Accor,https://fr.linkedin.com/company/accor,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-accor-4446070780?_l=en,LinkedIn,United States,Email Marketing Specialist,
Parfums Christian Dior,https://fr.linkedin.com/company/parfums-christian-dior,"Coordinator, Digital Strategy (Temp)",https://www.linkedin.com/jobs/view/coordinator-digital-strategy-temp-at-parfums-christian-dior-4438253221?_l=en,LinkedIn,United States,Email Marketing Specialist,
Calculated Hire,https://www.linkedin.com/company/calculated-hire,Email Marketing Specialist,https://www.linkedin.com/jobs/view/email-marketing-specialist-at-calculated-hire-4434306764?_l=en,LinkedIn,United States,Email Marketing Specialist,
Strategis,https://www.linkedin.com/company/strategis,Full Time Remote Marketing Account Coordinator,https://www.linkedin.com/jobs/view/full-time-remote-marketing-account-coordinator-at-strategis-4446593470?_l=en,LinkedIn,United States,Email Marketing Specialist,
Insomnia Cookies,https://www.linkedin.com/company/insomnia-cookies,Digital Marketing Coordinator,https://www.linkedin.com/jobs/view/digital-marketing-coordinator-at-insomnia-cookies-4445961536?_l=en,LinkedIn,United States,Email Marketing Specialist,
Aquent,https://www.linkedin.com/company/aquent,Analyst Email Marketing [211860],https://www.linkedin.com/jobs/view/analyst-email-marketing-211860-at-aquent-4442866637?_l=en,LinkedIn,United States,Email Marketing Specialist,
"Acara Solutions, An Aleron Company",https://www.linkedin.com/company/acarasolutions,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-acara-solutions-an-aleron-company-4446917442?_l=en,LinkedIn,United States,Email Marketing Specialist,
Solomon Page,https://www.linkedin.com/company/solomon-page-group,Analyst Email Marketing,https://www.linkedin.com/jobs/view/analyst-email-marketing-at-solomon-page-4442884508?_l=en,LinkedIn,United States,Email Marketing Specialist,
Roc Nation,https://www.linkedin.com/company/rocnation,"Coordinator, Digital Marketing & Strategy (Philanthropy)",https://www.linkedin.com/jobs/view/coordinator-digital-marketing-strategy-philanthropy-at-roc-nation-4444605792?_l=en,LinkedIn,United States,Email Marketing Specialist,
Funko,https://www.linkedin.com/company/funko,CRM Executive,https://www.linkedin.com/jobs/view/crm-executive-at-funko-4446743299?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
CBSbutler,https://uk.linkedin.com/company/cbsbutler,Customer Relationship Management Specialist,https://www.linkedin.com/jobs/view/customer-relationship-management-specialist-at-cbsbutler-4444957042?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Dweet,https://uk.linkedin.com/company/dweet,Ecommerce & CRM Coordinator (Luxury),https://www.linkedin.com/jobs/view/ecommerce-crm-coordinator-luxury-at-dweet-4447209372?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Monese,https://uk.linkedin.com/company/monese,CRM Specialist,https://www.linkedin.com/jobs/view/crm-specialist-at-monese-4446401895?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Costa Coffee,https://uk.linkedin.com/company/costa-coffee,CRM Campaign Manager,https://www.linkedin.com/jobs/view/crm-campaign-manager-at-costa-coffee-4444595862?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Realtime Recruitment,https://ie.linkedin.com/company/realtime-recruitment,Marketing Campaign Specialist,https://www.linkedin.com/jobs/view/marketing-campaign-specialist-at-realtime-recruitment-4446737469?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Tripadvisor,https://www.linkedin.com/company/tripadvisor,Community & Customer Marketing Specialist (Bókun),https://www.linkedin.com/jobs/view/community-customer-marketing-specialist-b%C3%B3kun-at-tripadvisor-4416794926?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Boden,https://uk.linkedin.com/company/boden,Senior CRM Executive (Lifecycle),https://www.linkedin.com/jobs/view/senior-crm-executive-lifecycle-at-boden-4418402143?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Objective Professional Services,https://uk.linkedin.com/company/objective-professional-services,Campaigns Manager,https://www.linkedin.com/jobs/view/campaigns-manager-at-objective-professional-services-4446583059?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Intelligent People,https://uk.linkedin.com/company/intelligent-people,Customer Relationship Management Specialist,https://www.linkedin.com/jobs/view/customer-relationship-management-specialist-at-intelligent-people-4441818049?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Moneyfarm,https://uk.linkedin.com/company/moneyfarm,CRM Marketing Specialist - Pension,https://www.linkedin.com/jobs/view/crm-marketing-specialist-pension-at-moneyfarm-4446800725?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Peacocks,https://uk.linkedin.com/company/peacocks,Digital Marketing Executive,https://www.linkedin.com/jobs/view/digital-marketing-executive-at-peacocks-4442834573?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Simpson Thacher & Bartlett LLP,https://www.linkedin.com/company/simpson-thacher-bartlett-llp,Digital Marketing Coordinator,https://www.linkedin.com/jobs/view/digital-marketing-coordinator-at-simpson-thacher-bartlett-llp-4435482689?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Covenco,https://uk.linkedin.com/company/covenco-ltd,Marketing Executive,https://www.linkedin.com/jobs/view/marketing-executive-at-covenco-4446761698?_l=en,LinkedIn,United Kingdom,Email Marketing Specialist,
Maven Collective Marketing,https://ca.linkedin.com/company/maven-collective-marketing,Marketing Admin Coordinator,https://www.linkedin.com/jobs/view/marketing-admin-coordinator-at-maven-collective-marketing-4444175898?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Toyota Canada Inc.,https://ca.linkedin.com/company/toyota-canada-inc-,Digital Marketing Specialist - Social Media & Content,https://www.linkedin.com/jobs/view/digital-marketing-specialist-social-media-content-at-toyota-canada-inc-4446397684?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Strategic Ai Partners,https://www.linkedin.com/company/strategic-ai-partners,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-strategic-ai-partners-4447204509?_l=en,LinkedIn,Canada,Email Marketing Specialist,
FluidAI Medical,https://ca.linkedin.com/company/fluidaimedical,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-fluidai-medical-4446731091?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Jobgether,https://be.linkedin.com/company/jobgether,Meta PPC Specialist,https://www.linkedin.com/jobs/view/meta-ppc-specialist-at-jobgether-4445722680?_l=en,LinkedIn,Canada,Email Marketing Specialist,
The University of British Columbia,https://ca.linkedin.com/school/universityofbc,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-the-university-of-british-columbia-4446847285?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Everist,https://www.linkedin.com/company/everist-inc,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-everist-4446701269?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Irving Consumer Products,https://ca.linkedin.com/company/irving-consumer-products,Marketing Associate - Digital and Social Activation,https://www.linkedin.com/jobs/view/marketing-associate-digital-and-social-activation-at-irving-consumer-products-4446384988?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Fastening House Atlantic,https://ca.linkedin.com/company/fasteninghouseatlantic,Digital marketing specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-fastening-house-atlantic-4446054235?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Talent Innovation Canada,https://ca.linkedin.com/company/talent-innovation-canada,Digital Communications & Marketing Officer,https://www.linkedin.com/jobs/view/digital-communications-marketing-officer-at-talent-innovation-canada-4445161100?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Borden Ladner Gervais LLP (BLG),https://ca.linkedin.com/company/blglaw,"Coordinator, Marketing & Communications",https://www.linkedin.com/jobs/view/coordinator-marketing-communications-at-borden-ladner-gervais-llp-blg-4446433252?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Ronald McDonald House Southwestern Ontario,https://ca.linkedin.com/company/ronald-mcdonald-house-southwestern-ontario,Marketing & Communication Coordinator,https://www.linkedin.com/jobs/view/marketing-communication-coordinator-at-ronald-mcdonald-house-southwestern-ontario-4445172190?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Raise,https://www.linkedin.com/company/raiserecruiting,Email Developer,https://www.linkedin.com/jobs/view/email-developer-at-raise-4447069778?_l=en,LinkedIn,Canada,Email Marketing Specialist,
CALEDON MITSUBISHI,https://ca.linkedin.com/company/caledon-mitsubishi,sales and marketing coordinator,https://www.linkedin.com/jobs/view/sales-and-marketing-coordinator-at-caledon-mitsubishi-4445626957?_l=en,LinkedIn,Canada,Email Marketing Specialist,
SponicHR,https://uk.linkedin.com/company/sponichr,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-sponichr-4445638338?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Deloitte,https://www.linkedin.com/company/deloitte,Public Sector Growth & Digital Marketing Specialist,https://www.linkedin.com/jobs/view/public-sector-growth-digital-marketing-specialist-at-deloitte-4430456639?_l=en,LinkedIn,Canada,Email Marketing Specialist,
"Global Technical Talent, an Inc. 5000 Company",https://www.linkedin.com/company/global-technical-talent,Email Developer (Marketing Automation – SFMC),https://www.linkedin.com/jobs/view/email-developer-marketing-automation-%E2%80%93-sfmc-at-global-technical-talent-an-inc-5000-company-4445040014?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Great Canadian Entertainment,https://ca.linkedin.com/company/grtcanadian,"Coordinator, Marketing (MOH)",https://www.linkedin.com/jobs/view/coordinator-marketing-moh-at-great-canadian-entertainment-4446514838?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Hays,https://uk.linkedin.com/company/hays,Sales & Marketing Coordinator,https://www.linkedin.com/jobs/view/sales-marketing-coordinator-at-hays-4446592301?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Natursource Inc.,https://ca.linkedin.com/company/natursource-inc.,Coordonnateur(trice) marketing et création / Marketing & Creative Coordinator,https://www.linkedin.com/jobs/view/coordonnateur-trice-marketing-et-cr%C3%A9ation-marketing-creative-coordinator-at-natursource-inc-4443289925?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Hamilton Tiger-Cats Football Club,https://ca.linkedin.com/company/hamilton-tiger-cats-football-club,"Coordinator, Digital Marketing",https://www.linkedin.com/jobs/view/coordinator-digital-marketing-at-hamilton-tiger-cats-football-club-4443659212?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Omnicom Media,https://www.linkedin.com/company/omnicommedia,Project Coordinator,https://www.linkedin.com/jobs/view/project-coordinator-at-omnicom-media-4422425505?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Tag,https://uk.linkedin.com/company/tag,Social Media Coordinator,https://www.linkedin.com/jobs/view/social-media-coordinator-at-tag-4446349364?_l=en,LinkedIn,Canada,Email Marketing Specialist,
StackAdapt,https://ca.linkedin.com/company/stackadapt,Senior Email & Lifecycle Marketing Manager,https://www.linkedin.com/jobs/view/senior-email-lifecycle-marketing-manager-at-stackadapt-4429142202?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Twine,https://uk.linkedin.com/company/twine-net,Remote Digital Marketing – PPC (Mid-Senior Contract),https://www.linkedin.com/jobs/view/remote-digital-marketing-%E2%80%93-ppc-mid-senior-contract-at-twine-4434825985?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Canucks Sports & Entertainment (CSE),https://ca.linkedin.com/company/canucks-sports-&-entertainment,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-canucks-sports-entertainment-cse-4446435919?_l=en,LinkedIn,Canada,Email Marketing Specialist,
NFI Group Inc.,https://ca.linkedin.com/company/nfigroup,Marketing & Communications Coordinator,https://www.linkedin.com/jobs/view/marketing-communications-coordinator-at-nfi-group-inc-4446806255?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Cidel,https://ca.linkedin.com/company/cidel-financial-group,Digital Marketing Specialist 2026,https://www.linkedin.com/jobs/view/digital-marketing-specialist-2026-at-cidel-4437055741?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Vancouver Whitecaps FC,https://ca.linkedin.com/company/vancouver-whitecaps-fc,"Coordinator, Digital Marketing",https://www.linkedin.com/jobs/view/coordinator-digital-marketing-at-vancouver-whitecaps-fc-4446332354?_l=en,LinkedIn,Canada,Email Marketing Specialist,
White Bay,https://au.linkedin.com/company/whitebay,Email Marketing Specialist | Salesforce | Health & Wellness Brand | Hybrid in North York | $ 55-65k + benefits,https://www.linkedin.com/jobs/view/email-marketing-specialist-salesforce-health-wellness-brand-hybrid-in-north-york-%24-55-65k-%2B-benefits-at-white-bay-4445792593?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Sundae Creative Agency,https://ca.linkedin.com/company/sundae-creative-agency,Account Coordinator - Events & Experiential Marketing,https://www.linkedin.com/jobs/view/account-coordinator-events-experiential-marketing-at-sundae-creative-agency-4444981979?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Flair Airlines,https://ca.linkedin.com/company/flair-airlines,Flair Vacations - Marketing Coordinator,https://www.linkedin.com/jobs/view/flair-vacations-marketing-coordinator-at-flair-airlines-4446553423?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Insight Global,https://www.linkedin.com/company/insight-global,Email Developer,https://www.linkedin.com/jobs/view/email-developer-at-insight-global-4445716911?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Mercedes-Benz Burlington,https://ca.linkedin.com/company/mercedes-benz-burlington,Marketing Coordinator,https://www.linkedin.com/jobs/view/marketing-coordinator-at-mercedes-benz-burlington-4446310947?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Staples Canada,https://ca.linkedin.com/company/staples-canada,Email Marketing Supervisor,https://www.linkedin.com/jobs/view/email-marketing-supervisor-at-staples-canada-4437874266?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Belcan,https://www.linkedin.com/company/belcan-engineering,Digital Marketing Specialist,https://www.linkedin.com/jobs/view/digital-marketing-specialist-at-belcan-4446822134?_l=en,LinkedIn,Canada,Email Marketing Specialist,
OnlineJobs.PH,https://www.linkedin.com/company/onlinejobs-ph,Content Operations & Digital Marketing Assistant,https://www.linkedin.com/jobs/view/content-operations-digital-marketing-assistant-at-onlinejobs-ph-4446406912?_l=en,LinkedIn,Canada,Email Marketing Specialist,
CEDARLANE,https://ca.linkedin.com/company/cedarlane,Digital Marketing Associate,https://www.linkedin.com/jobs/view/digital-marketing-associate-at-cedarlane-4445165313?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Bedford,https://www.linkedin.com/company/bedford-ventures,Email Marketing Strategist (DTC/eCommerce),https://www.linkedin.com/jobs/view/email-marketing-strategist-dtc-ecommerce-at-bedford-4446426040?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Canadian Cancer Society,https://ca.linkedin.com/company/canadian-cancer-society,Planned Giving Lead Generation Coordinator,https://www.linkedin.com/jobs/view/planned-giving-lead-generation-coordinator-at-canadian-cancer-society-4444386505?_l=en,LinkedIn,Canada,Email Marketing Specialist,
Lucille's Restaurant Group,https://www.linkedin.com/company/lucille's-oyster-dive,Coordonnateur(trice) marketing et design graphique,https://www.linkedin.com/jobs/view/coordonnateur-trice-marketing-et-design-graphique-at-lucille-s-restaurant-group-4443274938?_l=en,LinkedIn,Canada,Email Marketing Specialist,
